Name,Critical_Temperature,Critical_Temp_unit,Critical_Pressure,Critical_pressure_unit,Critical_Volume,Critical_vol_unit,Critical_Compressibility,Boiling_point,Boiling_point_unit,Mol_wt,Liquid_volume_at_BP,Liquid_vol_unit_at_BP,AcentricityFactor,Heat_of_Formation,Heat_of_Formation_unit,Gibbs_Energy_Of_Formation,Gibbs_Energy_Of_Formation_unit,Heat_of_combustion,Heat_of_combustion_unit,Lq_Den_A,Lq_Den_B,Lq_Den_C,Lq_Den_D,Lq_Den_Tmin,Lq_Den_Tmax,Lq_Den_unit,Vap_P_A,Vap_P_B,Vap_P_C,Vap_P_D,Vap_P_E,Vap_P_Tmin,Vap_P_Tmax,Vap_P_unit,Liq_Cp_A,Liq_Cp_B,Liq_Cp_C,Liq_Cp_D,Liq_Cp_E,Liq_Cp_Tmin,Liq_Cp_Tmax,Liq_Cp_unit,Gas_Cp_A,Gas_Cp_B,Gas_Cp_C,Gas_Cp_D,Gas_Cp_E,Gas_Cp_Tmin,Gas_Cp_Tmax,Gas_Cp_unit,Liq_vis_A,Liq_vis_B,Liq_vis_C,Liq_vis_D,Liq_vis_E,Liq_vis_Tmin,Liq_vis_Tmax,Liq_vis_unit,Liq_Therm_con_A,Liq_Therm_con_B,Liq_Therm_con_C,Liq_Therm_con_D,Liq_Therm_con_E,Liq_Therm_con_Tmin,Liq_Therm_con_Tmax,Liq_Therm_con_unit,Vap_Therm_con_A,Vap_Therm_con_B,Vap_Therm_con_C,Vap_Therm_con_D,Vap_Therm_con_Tmin,Vap_Therm_con_Tmax,Vap_Therm_con_unit,Heat_of_vap_A,Heat_of_vap_B,Heat_of_vap_C,Heat_of_vap_D,Heat_of_vap_E,Heat_of_vap_Tmin,Heat_of_vap_Tmax,Heat_of_vap_unit
2-chloroethanol,585.0,K,5920000.0,Pa,0.212,m3/kmol,0.258,401.95,K,80.5135,0.0673112,m3/kmol,0.657799,-258000000.0,J/kmol,-193000000.0,J/kmol,-1080000000.0,J/kmol,1.234,0.2616,585.0,0.21893,205.65,585.0,kmol/m3,38.367,-6060.1,-1.9621,2.19e-18,6.0,205.65,585.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,5.34E+07,0.2139,0,0,0,205.65,585,J/kmol
Diethylene glycol diethyl ether,624.0,K,2370000.0,Pa,0.528,m3/kmol,0.255,462.15,K,162.227,0.179481,m3/kmol,0.680674,-580000000.0,J/kmol,-299000000.0,J/kmol,-4690000000.0,J/kmol,0.4568,0.25504,624.0,0.2857,228.85,624.0,kmol/m3,76.489,-8582.5,-7.6847,3.6009e-06,2.0,228.85,624.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,7.4754E+07,0.38001,0,0,0,228.85,624,J/kmol
Mercury,1735.0,K,161000000.0,Pa,0.0563455,m3/kmol,0.39,629.73,K,200.59,0.0148607,m3/kmol,-0.16445,61300000.0,J/kmol,31800000.0,J/kmol,,,11.641,0.40708,1735.0,0.25997,234.29,1735.0,kmol/m3,30.951,-7717.0,-1.1296,2.69e-07,2.0,234.29,1735.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,7.0266E+07,0.37994,0,0,0,234.29,1735,J/kmol
Diphenyl ether,767.15,K,3120000.0,Pa,0.545,m3/kmol,0.243,531.46,K,170.207,0.159621,m3/kmol,0.43889,42300000.0,J/kmol,175000000.0,J/kmol,-5890000000.0,J/kmol,0.52133,0.26218,766.8,0.31033,300.03,766.8,kmol/m3,59.969,-8585.5,-5.1538,2e-18,6.0,300.03,766.8,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.8243E+07,0.30877,0,0,0,300.03,766.8,J/kmol
t-Cinnamaldehyde,711.727,K,3520000.0,Pa,0.42801,m3/kmol,0.254333,490.028,K,132.159,0.1293,m3/kmol,0.536999,41900000.0,J/kmol,119000000.0,J/kmol,-4550000000.0,J/kmol,,,,,,,,-8.87565,2.57417,-4.73059,-4.15915,3520000.0,343.019,711.727,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,7.27846E+07,0.38,0,0,0,343.019,711.727,J/kmol
t-Cinnamic acid,797.0,K,3540000.0,Pa,0.431,m3/kmol,0.23,573.15,K,148.159,0.138743,m3/kmol,0.712052,-231000000.0,J/kmol,-126000000.0,J/kmol,-4300000000.0,J/kmol,0.58525,0.25224,797.0,0.27352,406.15,797.0,kmol/m3,17.8914,-14237.8,53.7326,-0.0412193,1.89776e-05,406.15,797.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,-16.9841,-5.76573,18.6817,0.0000314317,-0.0000022202,406.15,797,J/kmol
3-phenyl-1-propanol,694.0,K,3430000.0,Pa,0.44,m3/kmol,0.262,507.15,K,136.191,0.136954,m3/kmol,0.803271,-156000000.0,J/kmol,-9490000.0,J/kmol,-4780000000.0,J/kmol,0.57712,0.25399,694.0,0.28571,255.15,694.0,kmol/m3,60.035,-9386.0,-4.822,7.23e-19,6.0,255.0,694.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,7.8917E+07,0.28536,0,0,0,255.15,694,J/kmol
Benzaldehyde,695.0,K,4650000.0,Pa,0.324,m3/kmol,0.261,452.05,K,106.122,0.101894,m3/kmol,0.312737,-37000000.0,J/kmol,22400000.0,J/kmol,-3390000000.0,J/kmol,0.79368,0.25711,695.0,0.28673,216.02,695.0,kmol/m3,116.28,-9331.2,-14.639,0.011932,1.0,216.02,695.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.1943E+07,0.38194,0,0,0,216.02,695,J/kmol
Benzyl alcohol,720.15,K,4370000.0,Pa,0.382,m3/kmol,0.279,478.6,K,108.138,0.1039,m3/kmol,0.363116,-90300000.0,J/kmol,-2540000.0,J/kmol,-3560000000.0,J/kmol,0.59867,0.22849,720.15,0.23567,257.85,720.15,kmol/m3,100.68,-11059.0,-10.709,3.06e-18,6.0,257.85,720.15,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,8.4762E+07,0.35251,0.43853,-0.3026,0,257.85,720.15,J/kmol
Benzoic acid,751.0,K,4470000.0,Pa,0.344,m3/kmol,0.246,523.15,K,122.121,0.112442,m3/kmol,0.602794,-290000000.0,J/kmol,-214000000.0,J/kmol,-3100000000.0,J/kmol,0.71587,0.24812,751.0,0.2857,395.45,751.0,kmol/m3,88.513,-11829.0,-8.6826,2.32e-19,6.0,395.45,751.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,1.019E+08,0.478,0,0,0,395.45,751,J/kmol
Benzoyl peroxide,884.0,K,2570000.0,Pa,0.643,m3/kmol,0.251,669.0,K,242.227,0.22075,m3/kmol,0.913587,-296000000.0,J/kmol,-109000000.0,J/kmol,-6350000000.0,J/kmol,0.34966,0.25092,884.0,0.28571,378.0,884.0,kmol/m3,120.31,-17463.0,-12.726,1.14e-18,6.0,378.0,884.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,1.2863E+08,0.3884,0,0,0,378,884,J/kmol
1-Naphthalenemethanol,783.151,K,3420000.0,Pa,0.51036,m3/kmol,0.267745,553.165,K,158.197,0.13777,m3/kmol,0.762701,-27600000.0,J/kmol,95300000.0,J/kmol,-5510000000.0,J/kmol,,,,,,,,-10.2646,3.61693,-7.34356,-4.88764,3420000.0,387.215,783.151,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,8.96835E+07,0.38,0,0,0,387.215,783.151,J/kmol
"2,3-xylenol",722.85,K,4860000.0,Pa,0.47,m3/kmol,0.293,491.15,K,122.164,0.129686,m3/kmol,0.515728,-157000000.0,J/kmol,-33600000.0,J/kmol,-4120000000.0,J/kmol,0.81519,0.293,722.95,0.28571,345.71,722.95,kmol/m3,126.69,-11755.0,-14.992,7.0404e-06,2.0,345.71,722.95,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,7.2027E+07,0.34194,0,0,0,345.71,722.95,J/kmol
"2,4-xylenol",707.55,K,4360000.0,Pa,0.51,m3/kmol,0.292,484.08,K,122.164,0.120404,m3/kmol,0.513603,-163000000.0,J/kmol,-42600000.0,J/kmol,-4130000000.0,J/kmol,0.66896,0.26089,707.65,0.24477,297.68,707.65,kmol/m3,144.36,-12558.0,-17.611,8.4952e-06,2.0,297.68,707.65,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,8.0833E+07,0.44936,0,0,0,297.68,707.65,J/kmol
"2,5-xylenol",723.05,K,4860000.0,Pa,0.47,m3/kmol,0.292,484.28,K,122.164,0.126283,m3/kmol,0.563781,-162000000.0,J/kmol,-39700000.0,J/kmol,-4110000000.0,J/kmol,0.84077,0.29425,707.05,0.26921,347.99,707.05,kmol/m3,62.262,-8580.0,-5.3452,2.82e-18,6.0,347.99,707.05,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.9307E+07,0.30748,0,0,0,347.99,707.05,J/kmol
"2,6-xylenol",700.95,K,4260000.0,Pa,0.52,m3/kmol,0.288,474.18,K,122.164,0.137056,m3/kmol,0.455406,-162000000.0,J/kmol,-39000000.0,J/kmol,-4120000000.0,J/kmol,0.73771,0.288,701.05,0.28571,318.76,701.05,kmol/m3,129.33,-11290.0,-15.546,7.9759e-06,2.0,318.76,701.05,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.7822E+07,0.35526,0,0,0,318.76,701.05,J/kmol
"3,4-xylenol",729.85,K,4960000.0,Pa,0.46,m3/kmol,0.288,500.1,K,122.164,0.123166,m3/kmol,0.576317,-157000000.0,J/kmol,-34300000.0,J/kmol,-4110000000.0,J/kmol,0.83592,0.29255,729.95,0.26174,338.25,729.95,kmol/m3,139.88,-12871.0,-16.82,7.6585e-06,2.0,338.25,729.95,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,7.7875E+07,0.35219,0,0,0,338.25,729.95,J/kmol
"3,5-xylenol",715.55,K,3600000.0,Pa,0.61,m3/kmol,0.29,494.84,K,122.164,0.12472,m3/kmol,0.48521,-162000000.0,J/kmol,-39400000.0,J/kmol,-4110000000.0,J/kmol,0.4452,0.21369,715.65,0.2132,336.59,715.65,kmol/m3,108.68,-11822.0,-11.82,4.73e-18,6.0,336.59,715.65,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,8.8437E+07,0.4886,0,0,0,336.59,715.65,J/kmol
Mesitol,735.525,K,3770000.0,Pa,0.42249,m3/kmol,0.260357,493.2,K,136.191,,,0.359154,0.0,J/kmol,,,,,,,,,,,,,,,,,,,,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,,,,,,,,
P-cumylphenol,834.0,K,2680000.0,Pa,0.659,m3/kmol,0.29,608.15,K,212.287,0.202977,m3/kmol,0.688847,-64500000.0,J/kmol,146000000.0,J/kmol,-7670000000.0,J/kmol,0.33711,0.23698,834.0,0.27507,346.3,834.0,kmol/m3,139.55,-15563.0,-16.255,4.7617e-06,2.0,346.3,834.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,1.0203E+08,0.37931,0,0,0,346.3,834,J/kmol
"O,p-bisphenol a",849.1,K,2930000.0,Pa,0.676,m3/kmol,0.28,633.7,K,228.286,0.2314,m3/kmol,0.93202,-144000000.0,J/kmol,121000000.0,J/kmol,-7530000000.0,J/kmol,0.41435,0.28,849.1,0.28571,384.15,849.1,kmol/m3,242.77,-27771.0,-29.074,2.42e-18,6.0,384.15,849.1,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,1.9497E+08,0.14348,1.3583,-0.89398,0,384.15,849.1,J/kmol
Hydrogen peroxide,730.15,K,21700000.0,Pa,0.0777,m3/kmol,0.278,423.35,K,34.0147,0.0235765,m3/kmol,0.358233,-136000000.0,J/kmol,-106000000.0,J/kmol,-53700000.0,J/kmol,3.2151,0.24982,730.15,0.2877,272.74,730.15,kmol/m3,112.63,-9455.5,-13.826,0.01147,1.0,272.74,730.15,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.1522E+07,0.3201,0,0,0,272.74,730.15,J/kmol
Cumene hydroperoxide,652.394,K,3340000.0,Pa,0.463,m3/kmol,0.278,442.7,K,152.19,0.145892,m3/kmol,0.872696,-78400000.0,J/kmol,96000000.0,J/kmol,-4840000000.0,J/kmol,0.664,0.278,605.0,0.286,264.26,605.0,kmol/m3,,,,,,,,,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.99E+07,0,0,0,0,298.15,298.15,J/kmol
Dicumyl peroxide,845.0,K,2180000.0,Pa,0.873,m3/kmol,0.259,568.705,K,270.366,0.264723,m3/kmol,0.178464,-79400000.0,J/kmol,242000000.0,J/kmol,-9630000000.0,J/kmol,0.2966,0.25899,884.0,0.28571,311.15,884.0,kmol/m3,,,,,,,,,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,9.409E+07,0.4295,0,0,0,311.15,884,J/kmol
P-diisopropylbenzene hydroperoxide,810.0,K,2490000.0,Pa,0.619,m3/kmol,0.247,572.0,K,194.27,0.197636,m3/kmol,0.927925,-186000000.0,J/kmol,79200000.0,J/kmol,-6610000000.0,J/kmol,0.36973,0.24721,810.0,0.28571,293.15,810.0,kmol/m3,120.96,-16204.0,-12.958,1.97e-18,6.0,308.25,810.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,1.2076E+08,0.40019,0,0,0,308.25,810,J/kmol
Ethylbenzene hydroperoxide,737.0,K,3790000.0,Pa,0.407,m3/kmol,0.257,536.0,K,138.164,0.129016,m3/kmol,0.812977,-67100000.0,J/kmol,72100000.0,J/kmol,-4210000000.0,J/kmol,0.6185,0.25728,737.0,0.28571,290.0,737.0,kmol/m3,108.52,-13407.0,-11.467,3.33e-18,6.0,290.0,737.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,1.006E+08,0.3928,0,0,0,290,737,J/kmol
"1,2-dimethoxyethane",536.15,K,3870000.0,Pa,0.270636,m3/kmol,0.235,358.0,K,90.121,0.104889,m3/kmol,0.347486,-346000000.0,J/kmol,-198000000.0,J/kmol,-2400000000.0,J/kmol,1.1,0.29769,536.15,0.3024,215.15,536.15,kmol/m3,61.814,-6102.9,-5.6547,1.18e-17,6.0,215.15,536.15,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,4.9846E+07,0.38374,0,0,0,215.15,536.15,J/kmol
Diethylene glycol dimethyl ether,608.0,K,2860000.0,Pa,0.422,m3/kmol,0.239,432.91,K,134.174,0.14289,m3/kmol,0.577497,-511000000.0,J/kmol,-286000000.0,J/kmol,-3490000000.0,J/kmol,0.61713,0.26042,608.0,0.32206,209.11,608.0,kmol/m3,177.17,-11630.0,-24.507,0.022893,1.0,209.11,608.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.6956E+07,0.36652,0,0,0,209.11,608,J/kmol
Triethylene glycol dimethyl ether,651.0,K,2310000.0,Pa,0.548,m3/kmol,0.234,489.15,K,178.226,0.181957,m3/kmol,0.791532,-676000000.0,J/kmol,-375000000.0,J/kmol,-4580000000.0,J/kmol,0.4493,0.24622,651.0,0.3918,229.35,651.0,kmol/m3,103.75,-11633.0,-11.067,6.22e-18,6.0,229.35,651.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,8.85E+07,0.3974,0,0,0,229.35,651,J/kmol
Tetraethylene glycol dimethyl ether,705.0,K,1940000.0,Pa,0.674,m3/kmol,0.223,548.95,K,222.279,0.221053,m3/kmol,0.9652,-884000000.0,J/kmol,-503000000.0,J/kmol,-5640000000.0,J/kmol,0.38334,0.25837,705.0,0.3527,243.45,705.0,kmol/m3,68.054,-10648.0,-5.8933,1.6e-18,6.0,243.45,705.0,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,8.638E+07,0.2658,0,0,0,243.45,705,J/kmol
Pentaethylene glycol dimethyl ether,769.8,K,1670000.0,Pa,0.821,m3/kmol,0.214,615.1,K,266.331,0.2599,m3/kmol,1.13878,-1010000000.0,J/kmol,-552000000.0,J/kmol,-6750000000.0,J/kmol,0.31133,0.25559,769.8,0.34857,261.6,769.8,kmol/m3,140.13,-17794.0,-15.547,3.09e-18,6.0,261.6,769.8,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,1.5572E+08,0.9235,-0.52618,0.0091786,0,261.6,769.8,J/kmol
Propylene glycol monomethyl ether,579.8,K,4110000.0,Pa,0.284,m3/kmol,0.242,393.25,K,90.121,0.09825,m3/kmol,0.442703,-398000000.0,J/kmol,-247000000.0,J/kmol,-2350000000.0,J/kmol,0.953,0.271,579.8,0.286,176.48,579.8,kmol/m3,58.814,-6812.0,-5.017,2.26e-18,6.0,176.48,579.8,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.048E+07,0.901,-1.39,0.933,0,176.48,579.8,J/kmol
Propylene glycol monomethyl ether acetate,597.6,K,3010000.0,Pa,0.409,m3/kmol,0.255,418.65,K,132.158,0.137028,m3/kmol,0.480735,-615000000.0,J/kmol,-425000000.0,J/kmol,-3150000000.0,J/kmol,0.60529,0.25482,597.9,0.28571,205.0,597.9,kmol/m3,88.727,-8409.6,-9.5943,4.5223e-06,2.0,205.0,597.9,Pa,417440,-1616.5,5.3948,-0.004348,0.0,206.89,494,J/kmol/K,133732,-592.84,13.3975,4.30271e-05,-2.37e-08,206.9,1500,J/kmol/K,-15.868,1434.8,0.68071,0.0,0,206.89,443.75,Pa.s,0.20237,-0.00024187,0.0,0.0,0.0,206.89,443.75,W/m/K,2.7232e-05,1.257,751.7,0,443.75,1000,W/m/K,6.3229E+07,0.38609,0,0,0,205,597.9,J/kmol
