Name,Critical_Temperature,Critical_Temp_unit,Critical_Pressure,Critical_pressure_unit,Critical_Volume,Critical_vol_unit,Critical_Compressibility,Boiling_point,Boiling_point_unit,Mol_wt,Liquid_volume_at_BP,Liquid_vol_unit_at_BP,AcentricityFactor,Heat_of_Formation,Heat_of_Formation_unit,Gibbs_Energy_Of_Formation,Gibbs_Energy_Of_Formation_unit,Heat_of_combustion,Heat_of_combustion_unit,Lq_Den_A,Lq_Den_B,Lq_Den_C,Lq_Den_D,Lq_Den_Tmin,Lq_Den_Tmax,Lq_Den_unit,Vap_P_A,Vap_P_B,Vap_P_C,Vap_P_D,Vap_P_E,Vap_P_Tmin,Vap_P_Tmax,Vap_P_unit,Liq_Cp_A,Liq_Cp_B,Liq_Cp_C,Liq_Cp_D,Liq_Cp_E,Liq_Cp_Tmin,Liq_Cp_Tmax,Liq_Cp_unit,Gas_Cp_A,Gas_Cp_B,Gas_Cp_C,Gas_Cp_D,Gas_Cp_E,Gas_Cp_Tmin,Gas_Cp_Tmax,Gas_Cp_unit,Liq_vis_A,Liq_vis_B,Liq_vis_C,Liq_vis_D,Liq_vis_E,Liq_vis_Tmin,Liq_vis_Tmax,Liq_vis_unit,Liq_Therm_con_A,Liq_Therm_con_B,Liq_Therm_con_C,Liq_Therm_con_D,Liq_Therm_con_E,Liq_Therm_con_Tmin,Liq_Therm_con_Tmax,Liq_Therm_con_unit,Vap_Therm_con_A,Vap_Therm_con_B,Vap_Therm_con_C,Vap_Therm_con_D,Vap_Therm_con_Tmin,Vap_Therm_con_Tmax,Vap_Therm_con_unit,Heat_of_vap_A,Heat_of_vap_B,Heat_of_vap_C,Heat_of_vap_D,Heat_of_vap_E,Heat_of_vap_Tmin,Heat_of_vap_Tmax,Heat_of_vap_unit
Methylamine,430.0,K,7420000.0,Pa,0.125,m3/kmol,0.259,266.82,K,31.0571,0.04734,m3/kmol,0.284,-22970000.0,J/kmol,32070000.0,J/kmol,-975080000.0,J/kmol,1.39,0.21405,430.05,0.2275,179.69,430.05,kmol/m3,74.7997,-5067.17,-8.028,7.99e-06,2.0,177.35,430.05,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.6499E+07,1.6058,-3.2311,3.4082,-1.3345,179.69,416.87,J/kmol
Trichloroethylene,571.0,K,4910000.0,Pa,0.256,m3/kmol,0.265,360.1,K,131.388,0.0901371,m3/kmol,0.21662,-9620000.0,J/kmol,16060000.0,J/kmol,-864110000.0,J/kmol,1.0632,0.27217,571.0,0.2986,188.4,571.0,kmol/m3,46.5617,-5021.97,-3.67516,4.33e-06,2.0,188.4,571.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.57159E+07,0.581727,-0.122707,-0.842037,0.831632,188.4,571,J/kmol
Dichloroacetyl chloride,585.0,K,4610000.0,Pa,0.283,m3/kmol,0.268,380.45,K,147.388,0.0969971,m3/kmol,0.308927,-240330000.0,J/kmol,-191500000.0,J/kmol,-626470000.0,J/kmol,0.94766,0.26857,585.0,0.28586,230.0,585.0,kmol/m3,74.7289,-6808.88,-7.73518,4.48e-06,2.0,230.0,585.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.18211E+08,5.6623,-14.2537,15.1927,-6.03221,230,585,J/kmol
Trichloroacetaldehyde,565.0,K,4410000.0,Pa,0.288,m3/kmol,0.27,370.85,K,147.388,0.0983111,m3/kmol,0.332334,-197000000.0,J/kmol,-148000000.0,J/kmol,-672000000.0,J/kmol,0.92352,0.2658,565.0,0.27915,216.0,565.0,kmol/m3,104.174,-7649.01,-12.4219,1.07e-05,2.0,216.0,565.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.2611E+07,1.7765,-3.981,4.442,-1.8138,216,565,J/kmol
Acetylene,308.3,K,6114000.0,Pa,0.1122,m3/kmol,0.268,188.4,K,26.0373,0.04347,m3/kmol,0.189,228200000.0,J/kmol,210680000.0,J/kmol,-1257000000.0,J/kmol,2.8265,0.29316,308.3,0.31711,189.54,307.8,kmol/m3,82.2215,-3603.25,-10.0271,2.69e-05,2.0,187.75,308.33,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,3.8817E+07,1.497,-1.0261,0.037348,-0.024401,192.4,308.7,J/kmol
Dichloroacetaldehyde,555.0,K,4950000.0,Pa,0.239,m3/kmol,0.256,362.0,K,112.943,0.0800261,m3/kmol,0.343679,-180000000.0,J/kmol,-138700000.0,J/kmol,-811000000.0,J/kmol,1.0695,0.25535,555.0,0.28663,223.0,537.53,kmol/m3,90.6199,-7239.82,-10.1924,7.28e-06,2.0,223.0,555.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.4311E+07,0.74287,-0.97767,1.092,-0.46681,223,537.53,J/kmol
Vinyl chloride,432.0,K,5670000.0,Pa,0.179,m3/kmol,0.283,259.25,K,62.4982,0.0692236,m3/kmol,0.100107,28450000.0,J/kmol,41950000.0,J/kmol,-1178000000.0,J/kmol,1.4882,0.26866,432.0,0.2693,119.36,415.55,kmol/m3,30.5031,-3204.11,-1.15716,-3.15e-06,2.0,119.36,432.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,2.6581E+07,-2.1189,8.303,-9.8551,4.0685,119.36,415.55,J/kmol
Acetyl chloride,508.0,K,5740000.0,Pa,0.196,m3/kmol,0.266,323.9,K,78.4976,0.0713449,m3/kmol,0.334018,-243510000.0,J/kmol,-205800000.0,J/kmol,-875990000.0,J/kmol,1.4254,0.27938,508.0,0.26304,160.3,508.0,kmol/m3,99.1764,-7177.91,-11.2242,-5.74e-06,2.0,160.3,508.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.0E+07,0.3,0,0,0,160.3,519.35,J/kmol
"1,1,2-trichloroethane",602.0,K,4480000.0,Pa,0.281,m3/kmol,0.252,387.0,K,133.404,0.0929898,m3/kmol,0.259135,-142000000.0,J/kmol,-80970000.0,J/kmol,-968500000.0,J/kmol,0.9055,0.25465,602.0,0.30987,236.5,602.0,kmol/m3,66.051,-6428.17,-6.44717,3.27e-06,2.0,236.5,602.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.0503E+07,0.64021,-1.1382,1.5379,-0.66031,236.5,602,J/kmol
Acetonitrile,545.5,K,4830000.0,Pa,0.173,m3/kmol,0.184,354.75,K,41.0519,0.0528577,m3/kmol,0.337886,74040000.0,J/kmol,91868000.0,J/kmol,-1190430000.0,J/kmol,1.3064,0.22597,545.5,0.28678,229.32,545.5,kmol/m3,63.9019,-5635.02,-6.33807,5.8e-06,2.0,226.15,545.5,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.4167E+07,0.0989791,1.81799,-3.44355,1.85466,229.32,545.5,J/kmol
Ethylene,282.34,K,5041000.0,Pa,0.1311,m3/kmol,0.282,169.42,K,28.0532,0.05107,m3/kmol,0.087,52510000.0,J/kmol,68440000.0,J/kmol,-1323000000.0,J/kmol,2.3782,0.29542,282.36,0.32456,103.18,282.35,kmol/m3,54.5323,-2458.42,-5.66004,1.94e-05,2.0,104.0,282.35,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,2.1658E+07,1.2164,-2.1538,2.0768,-0.73096,104,282.35,J/kmol
"1,1-dichloroethane",523.0,K,5100000.0,Pa,0.236,m3/kmol,0.277,330.45,K,98.9592,0.08473,m3/kmol,0.244,-129410000.0,J/kmol,-72590000.0,J/kmol,-1110400000.0,J/kmol,1.1057,0.26536,523.0,0.28703,176.19,504.75,kmol/m3,66.534,-5492.42,-6.71599,5.3e-06,2.0,176.19,523.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.45877E+07,0.555838,0.0209485,-0.722234,0.56963,176.19,504.75,J/kmol
"1,2-dichloroethane",561.0,K,5400000.0,Pa,0.22,m3/kmol,0.255,356.66,K,98.9592,0.07945,m3/kmol,0.286,-129790000.0,J/kmol,-73945000.0,J/kmol,-1105000000.0,J/kmol,1.1942,0.27053,561.61,0.29157,237.49,561.6,kmol/m3,81.479,-6503.17,-8.96027,7.33e-06,2.0,237.49,561.6,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.07243E+07,0.517321,0.205828,-0.637156,0.265499,237.49,544.54,J/kmol
Acetaldehyde,466.0,K,5550000.0,Pa,0.154,m3/kmol,0.221,294.0,K,44.0526,0.0568878,m3/kmol,0.290734,-166400000.0,J/kmol,-133300000.0,J/kmol,-1104500000.0,J/kmol,1.2346,0.22392,466.0,0.25025,150.15,455.37,kmol/m3,132.606,-7086.88,-17.4248,2.37e-05,2.0,150.15,466.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.4565E+07,-6.1925,18.559,-20.707,8.5605,150.15,449.38,J/kmol
Ethylene oxide,469.15,K,7190000.0,Pa,0.140296,m3/kmol,0.25876,283.6,K,44.0526,0.0508328,m3/kmol,0.197447,-52630000.0,J/kmol,-13230000.0,J/kmol,-1218000000.0,J/kmol,0.99773,0.19368,469.15,0.19965,160.65,468.93,kmol/m3,69.6087,-4890.74,-7.34677,8.2e-06,2.0,160.65,469.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.9285E+07,3.2175,-7.404,7.8553,-3.1858,160.65,468.93,J/kmol
Acetic acid,594.45,K,5790000.0,Pa,0.171,m3/kmol,0.2,391.04,K,60.052,0.05753,m3/kmol,0.46,-432800000.0,J/kmol,-374500000.0,J/kmol,-786600000.0,J/kmol,1.0627,0.22174,594.76,0.22566,273.15,594.75,kmol/m3,87.5061,-7603.91,-9.65531,7.17e-06,2.0,273.15,594.75,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.6203E+07,6.7121,-17.45,17.2,-6.0038,289.81,591.95,J/kmol
Methyl formate,487.2,K,6000000.0,Pa,0.172,m3/kmol,0.255,304.9,K,60.052,0.06214,m3/kmol,0.253,-352400000.0,J/kmol,-295000000.0,J/kmol,-892400000.0,J/kmol,1.213,0.23619,487.2,0.24621,174.15,487.15,kmol/m3,70.6458,-5401.75,-7.33479,5.93e-06,2.0,174.15,487.2,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.0578E+07,3.7855,-9.0874,9.6043,-3.7868,174.15,487.15,J/kmol
Ethyl chloride,460.3,K,5300000.0,Pa,0.199,m3/kmol,0.276,285.42,K,64.5141,0.07258,m3/kmol,0.194,-112260000.0,J/kmol,-60499000.0,J/kmol,-1284900000.0,J/kmol,1.3553,0.26895,460.36,0.24994,134.8,460.35,kmol/m3,51.2834,-4206.39,-4.47884,3.81e-06,2.0,134.8,460.35,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,3.61548E+07,0.981924,-2.02605,2.20581,-0.774155,134.8,443.22,J/kmol
Ethane,305.32,K,4872000.0,Pa,0.1455,m3/kmol,0.279,184.55,K,30.069,0.04615,m3/kmol,0.099,-83820000.0,J/kmol,-31920000.0,J/kmol,-1428640000.0,J/kmol,1.3749,0.23949,305.43,0.22875,88.71,305.42,kmol/m3,61.4374,-2814.32,-6.77805,2.11e-05,2.0,90.35,305.42,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,2.3996E+07,1.4625,-2.8991,2.8421,-0.99532,89.88,305.33,J/kmol
Ethanol,513.92,K,6148000.0,Pa,0.167,m3/kmol,0.24,351.8,K,46.0684,0.05868,m3/kmol,0.649,-234950000.0,J/kmol,-167850000.0,J/kmol,-1235000000.0,J/kmol,1.3539,0.24957,515.66,0.22099,159.0,515.65,kmol/m3,88.0754,-7652.06,-9.47151,5.93e-06,2.0,159.05,516.25,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.3899E+07,1.2782,-2.673,2.7973,-1.0209,159.05,515.65,J/kmol
Dimethyl ether,400.1,K,5400000.0,Pa,0.17,m3/kmol,0.276,248.31,K,46.0684,0.06907,m3/kmol,0.191,-184100000.0,J/kmol,-112800000.0,J/kmol,-1328400000.0,J/kmol,1.4889,0.26123,400.1,0.27948,131.65,400.1,kmol/m3,50.3218,-3631.45,-4.44474,5.29e-06,2.0,131.65,400.1,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,3.8521E+07,2.2845,-5.7518,6.5695,-2.6976,131.65,400.1,J/kmol
Ethylene glycol,719.0,K,8200000.0,Pa,0.191,m3/kmol,0.262,470.45,K,62.0678,0.055908,m3/kmol,0.506776,-392200000.0,J/kmol,-301800000.0,J/kmol,-1052700000.0,J/kmol,1.3106,0.25084,720.0,0.21838,260.15,695.8,kmol/m3,68.118,-9617.27,-5.83171,-1.14e-06,2.0,260.15,720.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.414E+07,0.16807,-0.19694,1.0417,-0.61488,260.15,695.8,J/kmol
Dimethyl sulfide,503.0,K,5530000.0,Pa,0.201,m3/kmol,0.266,310.48,K,62.134,0.07377,m3/kmol,0.19,-37240000.0,J/kmol,7302000.0,J/kmol,-1744300000.0,J/kmol,1.1867,0.25844,503.06,0.24773,174.88,503.05,kmol/m3,14.0757,-3435.09,1.59813,-6.95e-06,2.0,174.88,503.04,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.49064E+07,1.72185,-2.16126,0.932609,-0.0179494,174.88,491.99,J/kmol
Ethyl mercaptan,499.0,K,5490000.0,Pa,0.207,m3/kmol,0.274,308.15,K,62.134,0.07458,m3/kmol,0.189,-46300000.0,J/kmol,-4814000.0,J/kmol,-1736600000.0,J/kmol,1.203,0.25909,499.16,0.26567,125.26,499.15,kmol/m3,65.4773,-5020.82,-6.67832,6.45e-06,2.0,125.26,499.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.1777E+07,0.6898,-0.36317,-0.097723,0.16958,125.26,479.47,J/kmol
Ethylamine,456.4,K,5630000.0,Pa,0.1818,m3/kmol,0.267,289.75,K,45.0837,0.06659,m3/kmol,0.276,-47150000.0,J/kmol,36160000.0,J/kmol,-1587400000.0,J/kmol,1.3663,0.25297,456.4,0.27948,183.15,456.35,kmol/m3,115.525,-6764.22,-14.4391,1.56e-05,2.0,190.85,456.35,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.2765E+07,0.58718,-0.33502,0.17251,-0.0015134,192.15,456.15,J/kmol
Acrylonitrile,535.0,K,4480000.0,Pa,0.212,m3/kmol,0.214,350.5,K,53.0626,0.0662367,m3/kmol,0.349801,183700000.0,J/kmol,193700000.0,J/kmol,-1690000000.0,J/kmol,1.0816,0.2293,535.0,0.28939,189.63,535.0,kmol/m3,74.5477,-6259.73,-7.78558,4.08e-06,2.0,189.63,535.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.22475E+07,0.877802,-0.432396,-0.672186,0.607598,189.63,535,J/kmol
Methylacetylene,402.4,K,5630000.0,Pa,0.1635,m3/kmol,0.275,250.12,K,40.0639,0.06231,m3/kmol,0.214,184900000.0,J/kmol,193840000.0,J/kmol,-1848700000.0,J/kmol,1.5983,0.26361,402.4,0.27835,170.45,402.4,kmol/m3,68.9765,-4285.95,-7.4187,1.05e-05,2.0,170.45,402.4,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,3.4954E+07,0.52948,0.26449,-0.89434,0.5174,170.45,402.4,J/kmol
Propadiene,394.0,K,5250000.0,Pa,0.1739,m3/kmol,0.279,238.77,K,40.0639,0.06095,m3/kmol,0.122,190500000.0,J/kmol,200800000.0,J/kmol,-1856300000.0,J/kmol,0.86549,0.19732,394.0,0.21029,136.87,392.34,kmol/m3,59.8018,-3745.3,-6.03652,8.21e-06,2.0,136.87,394.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.54657E+07,-3.72244,11.4573,-12.9266,5.52282,136.87,380.47,J/kmol
Propylene,364.85,K,4600000.0,Pa,0.185,m3/kmol,0.281,225.45,K,42.0797,0.0832412,m3/kmol,0.137588,20230000.0,J/kmol,62640000.0,J/kmol,-1926200000.0,J/kmol,0.98129,0.22226,365.58,0.24039,87.89,365.57,kmol/m3,55.1036,-3330.45,-5.40588,9.36e-06,2.0,87.89,365.57,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,2.7525E+07,0.61217,-0.41646,0.083772,0.12092,87.89,365,J/kmol
Acetone,508.1,K,4700000.0,Pa,0.209,m3/kmol,0.233,329.22,K,58.0791,0.07394,m3/kmol,0.307,-215700000.0,J/kmol,-151300000.0,J/kmol,-1659000000.0,J/kmol,1.1051,0.24556,508.21,0.27409,178.0,508.2,kmol/m3,72.7771,-5752.94,-7.68008,6.83e-06,2.0,178.45,508.2,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.6943E+07,3.4736,-8.9271,10.062,-4.1656,178.45,508.15,J/kmol
Ethyl formate,508.5,K,4740000.0,Pa,0.229,m3/kmol,0.257,327.47,K,74.0785,0.08093,m3/kmol,0.282,-388300000.0,J/kmol,-303100000.0,J/kmol,-1506960000.0,J/kmol,0.85568,0.22882,508.5,0.23792,193.55,508.45,kmol/m3,69.0452,-5678.64,-7.0314,5.01e-06,2.0,193.55,508.45,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.9813E+07,2.1931,-4.6587,4.7089,-1.7696,193.55,508.45,J/kmol
